sample,cold_reduction_percent,bin_lower_deg,bin_upper_deg,bin_width_deg,bin_center_deg,pair_count,probability,probability_density_per_degree,cumulative_probability
7d,0,64,64.1,0.0999999999999943,64.05,129,0.000181183083398995,0.00181183083399005,0.968509256489235
7d,0,64.1,64.2,0.100000000000009,64.15,103,0.000144665562713926,0.00144665562713914,0.968653922051949
7d,0,64.2,64.3,0.0999999999999943,64.25,87,0.000122193242292345,0.00122193242292352,0.968776115294242
7d,0,64.3,64.4,0.100000000000009,64.35,90,0.000126406802371392,0.00126406802371381,0.968902522096613
7d,0,64.4,64.5,0.0999999999999943,64.45,94,0.000132024882476787,0.00132024882476794,0.96903454697909
7d,0,64.5,64.6,0.0999999999999943,64.55,97,0.000136238442555833,0.00136238442555841,0.969170785421646
7d,0,64.6,64.7,0.100000000000009,64.65,91,0.00012781132239774,0.0012781132239773,0.969298596744043
7d,0,64.7,64.8,0.0999999999999943,64.75,112,0.000157306242951065,0.00157306242951074,0.969455902986994
7d,0,64.8,64.9,0.100000000000009,64.85,90,0.000126406802371392,0.00126406802371381,0.969582309789366
7d,0,64.9,65,0.0999999999999943,64.95,88,0.000123597762318694,0.00123597762318701,0.969705907551685
7d,0,65,65.1,0.0999999999999943,65.05,109,0.000153092682872019,0.00153092682872027,0.969859000234557
7d,0,65.1,65.2,0.100000000000009,65.15,115,0.000161519803030112,0.00161519803030098,0.970020520037587
7d,0,65.2,65.3,0.0999999999999943,65.25,117,0.000164328843082809,0.00164328843082818,0.970184848880669
7d,0,65.3,65.4,0.100000000000009,65.35,99,0.000139047482608531,0.00139047482608519,0.970323896363278
7d,0,65.4,65.5,0.0999999999999943,65.45,113,0.000158710762977414,0.00158710762977423,0.970482607126255
7d,0,65.5,65.6,0.0999999999999943,65.55,96,0.000134833922529484,0.00134833922529492,0.970617441048785
7d,0,65.6,65.7,0.100000000000009,65.65,99,0.000139047482608531,0.00139047482608519,0.970756488531393
7d,0,65.7,65.8,0.0999999999999943,65.75,103,0.000144665562713926,0.00144665562713934,0.970901154094107
7d,0,65.8,65.9,0.100000000000009,65.85,75,0.00010533900197616,0.00105339001976151,0.971006493096084
7d,0,65.9,66,0.0999999999999943,65.95,80,0.000112361602107904,0.0011236160210791,0.971118854698191
7d,0,66,66.1,0.0999999999999943,66.05,96,0.000134833922529484,0.00134833922529492,0.971253688620721
7d,0,66.1,66.2,0.100000000000009,66.15,93,0.000130620362450438,0.00130620362450427,0.971384308983171
7d,0,66.2,66.3,0.0999999999999943,66.25,90,0.000126406802371392,0.00126406802371399,0.971510715785543
7d,0,66.3,66.4,0.100000000000009,66.35,64,8.98892816863229e-05,0.000898892816863153,0.971600605067229
7d,0,66.4,66.5,0.0999999999999943,66.45,81,0.000113766122134252,0.00113766122134259,0.971714371189363
7d,0,66.5,66.6,0.0999999999999943,66.55,81,0.000113766122134252,0.00113766122134259,0.971828137311498
7d,0,66.6,66.7,0.100000000000009,66.65,55,7.72486014491838e-05,0.000772486014491772,0.971905385912947
7d,0,66.7,66.8,0.0999999999999943,66.75,74,0.000103934481949811,0.00103934481949817,0.972009320394897
7d,0,66.8,66.9,0.100000000000009,66.85,70,9.83164018444157e-05,0.000983164018444073,0.972107636796741
7d,0,66.9,67,0.0999999999999943,66.95,70,9.83164018444157e-05,0.000983164018444213,0.972205953198585
7d,0,67,67.1,0.0999999999999943,67.05,74,0.000103934481949811,0.00103934481949817,0.972309887680535
7d,0,67.1,67.2,0.100000000000009,67.15,89,0.000125002282345043,0.00125002282345032,0.97243488996288
7d,0,67.2,67.3,0.0999999999999943,67.25,97,0.000136238442555833,0.00136238442555841,0.972571128405436
7d,0,67.3,67.4,0.100000000000009,67.35,100,0.00014045200263488,0.00140452002634868,0.972711580408071
7d,0,67.4,67.5,0.0999999999999943,67.45,93,0.000130620362450438,0.00130620362450445,0.972842200770521
7d,0,67.5,67.6,0.0999999999999943,67.55,135,0.000189610203557087,0.00189610203557098,0.973031810974079
7d,0,67.6,67.7,0.100000000000009,67.65,86,0.000120788722265996,0.00120788722265986,0.973152599696344
7d,0,67.7,67.8,0.0999999999999943,67.75,96,0.000134833922529484,0.00134833922529492,0.973287433618874
7d,0,67.8,67.9,0.100000000000009,67.85,99,0.000139047482608531,0.00139047482608519,0.973426481101482
7d,0,67.9,68,0.0999999999999943,67.95,100,0.00014045200263488,0.00140452002634888,0.973566933104117
7d,0,68,68.1,0.0999999999999943,68.05,123,0.000172755963240902,0.00172755963240912,0.973739689067358
7d,0,68.1,68.2,0.100000000000009,68.15,109,0.000153092682872019,0.00153092682872006,0.97389278175023
7d,0,68.2,68.3,0.0999999999999943,68.25,85,0.000119384202239648,0.00119384202239654,0.97401216595247
7d,0,68.3,68.4,0.100000000000009,68.35,106,0.000148879122792972,0.0014887912279296,0.974161045075263
7d,0,68.4,68.5,0.0999999999999943,68.45,107,0.000150283642819321,0.0015028364281933,0.974311328718082
7d,0,68.5,68.6,0.0999999999999943,68.55,132,0.000185396643478041,0.00185396643478052,0.97449672536156
7d,0,68.6,68.7,0.100000000000009,68.65,115,0.000161519803030112,0.00161519803030098,0.97465824516459
7d,0,68.7,68.8,0.0999999999999943,68.75,114,0.000160115283003763,0.00160115283003772,0.974818360447594
7d,0,68.8,68.9,0.100000000000009,68.85,94,0.000132024882476787,0.00132024882476776,0.974950385330071
7d,0,68.9,69,0.0999999999999943,68.95,71,9.97209218707645e-05,0.000997209218707702,0.975050106251942
7d,0,69,69.1,0.0999999999999943,69.05,70,9.83164018444157e-05,0.000983164018444213,0.975148422653786
7d,0,69.1,69.2,0.100000000000009,69.15,90,0.000126406802371392,0.00126406802371381,0.975274829456158
7d,0,69.2,69.3,0.0999999999999943,69.25,79,0.000110957082081555,0.00110957082081561,0.975385786538239
7d,0,69.3,69.4,0.100000000000009,69.35,75,0.00010533900197616,0.00105339001976151,0.975491125540215
7d,0,69.4,69.5,0.0999999999999943,69.45,72,0.000101125441897113,0.00101125441897119,0.975592250982112
7d,0,69.5,69.6,0.0999999999999943,69.55,79,0.000110957082081555,0.00110957082081561,0.975703208064194
7d,0,69.6,69.7,0.100000000000009,69.65,81,0.000113766122134252,0.00113766122134243,0.975816974186328
7d,0,69.7,69.8,0.0999999999999943,69.75,106,0.000148879122792972,0.00148879122792981,0.975965853309121
7d,0,69.8,69.9,0.100000000000009,69.85,102,0.000143261042687577,0.00143261042687565,0.976109114351809
7d,0,69.9,70,0.0999999999999943,69.95,104,0.000146070082740275,0.00146070082740283,0.976255184434549
7d,0,70,70.1,0.0999999999999943,70.05,105,0.000147474602766624,0.00147474602766632,0.976402659037315
7d,0,70.1,70.2,0.100000000000009,70.15,77,0.000108148042028857,0.00108148042028848,0.976510807079344
7d,0,70.2,70.3,0.0999999999999943,70.25,84,0.000117979682213299,0.00117979682213306,0.976628786761558
7d,0,70.3,70.4,0.100000000000009,70.35,75,0.00010533900197616,0.00105339001976151,0.976734125763534
7d,0,70.4,70.5,0.0999999999999943,70.45,86,0.000120788722265996,0.00120788722266003,0.9768549144858
7d,0,70.5,70.6,0.0999999999999943,70.55,96,0.000134833922529484,0.00134833922529492,0.976989748408329
7d,0,70.6,70.7,0.100000000000009,70.65,94,0.000132024882476787,0.00132024882476776,0.977121773290806
7d,0,70.7,70.8,0.0999999999999943,70.75,79,0.000110957082081555,0.00110957082081561,0.977232730372887
7d,0,70.8,70.9,0.100000000000009,70.85,63,8.84847616599741e-05,0.000884847616599666,0.977321215134548
7d,0,70.9,71,0.0999999999999943,70.95,77,0.000108148042028857,0.00108148042028863,0.977429363176576
7d,0,71,71.1,0.0999999999999943,71.05,88,0.000123597762318694,0.00123597762318701,0.977552960938895
7d,0,71.1,71.2,0.100000000000009,71.15,90,0.000126406802371392,0.00126406802371381,0.977679367741267
7d,0,71.2,71.3,0.0999999999999943,71.25,73,0.000102529961923462,0.00102529961923468,0.97778189770319
7d,0,71.3,71.4,0.100000000000009,71.35,78,0.000109552562055206,0.00109552562055197,0.977891450265245
7d,0,71.4,71.5,0.0999999999999943,71.45,88,0.000123597762318694,0.00123597762318701,0.978015048027564
7d,0,71.5,71.6,0.0999999999999943,71.55,94,0.000132024882476787,0.00132024882476794,0.978147072910041
7d,0,71.6,71.7,0.100000000000009,71.65,80,0.000112361602107904,0.00112361602107894,0.978259434512149
7d,0,71.7,71.8,0.0999999999999943,71.75,72,0.000101125441897113,0.00101125441897119,0.978360559954046
7d,0,71.8,71.9,0.100000000000009,71.85,60,8.42712015809277e-05,0.000842712015809206,0.978444831155627
7d,0,71.9,72,0.0999999999999943,71.95,67,9.41028417653693e-05,0.000941028417653747,0.978538933997392
7d,0,72,72.1,0.0999999999999943,72.05,77,0.000108148042028857,0.00108148042028863,0.978647082039421
7d,0,72.1,72.2,0.100000000000009,72.15,76,0.000106743522002508,0.00106743522002499,0.978753825561423
7d,0,72.2,72.3,0.0999999999999943,72.25,73,0.000102529961923462,0.00102529961923468,0.978856355523347
7d,0,72.3,72.4,0.100000000000009,72.35,76,0.000106743522002508,0.00106743522002499,0.978963099045349
7d,0,72.4,72.5,0.0999999999999943,72.45,75,0.00010533900197616,0.00105339001976166,0.979068438047326
7d,0,72.5,72.6,0.0999999999999943,72.55,88,0.000123597762318694,0.00123597762318701,0.979192035809644
7d,0,72.6,72.7,0.100000000000009,72.65,88,0.000123597762318694,0.00123597762318683,0.979315633571963
7d,0,72.7,72.8,0.0999999999999943,72.75,81,0.000113766122134252,0.00113766122134259,0.979429399694097
7d,0,72.8,72.9,0.100000000000009,72.85,69,9.69118818180669e-05,0.000969118818180586,0.979526311575915
7d,0,72.9,73,0.0999999999999943,72.95,78,0.000109552562055206,0.00109552562055212,0.979635864137971
7d,0,73,73.1,0.0999999999999943,73.05,100,0.00014045200263488,0.00140452002634888,0.979776316140605
7d,0,73.1,73.2,0.100000000000009,73.15,87,0.000122193242292345,0.00122193242292335,0.979898509382898
7d,0,73.2,73.3,0.0999999999999943,73.25,88,0.000123597762318694,0.00123597762318701,0.980022107145217
7d,0,73.3,73.4,0.100000000000009,73.35,81,0.000113766122134252,0.00113766122134243,0.980135873267351
7d,0,73.4,73.5,0.0999999999999943,73.45,101,0.000141856522661228,0.00141856522661236,0.980277729790012
7d,0,73.5,73.6,0.0999999999999943,73.55,107,0.000150283642819321,0.0015028364281933,0.980428013432831
7d,0,73.6,73.7,0.100000000000009,73.65,88,0.000123597762318694,0.00123597762318683,0.98055161119515
7d,0,73.7,73.8,0.0999999999999943,73.75,84,0.000117979682213299,0.00117979682213306,0.980669590877363
7d,0,73.8,73.9,0.100000000000009,73.85,72,0.000101125441897113,0.00101125441897105,0.98077071631926
7d,0,73.9,74,0.0999999999999943,73.95,86,0.000120788722265996,0.00120788722266003,0.980891505041526
7d,0,74,74.1,0.0999999999999943,74.05,68,9.55073617917181e-05,0.000955073617917235,0.980987012403318
7d,0,74.1,74.2,0.100000000000009,74.15,65,9.12938017126717e-05,0.000912938017126639,0.981078306205031
7d,0,74.2,74.3,0.0999999999999943,74.25,68,9.55073617917181e-05,0.000955073617917235,0.981173813566823
7d,0,74.3,74.4,0.100000000000009,74.35,93,0.000130620362450438,0.00130620362450427,0.981304433929273
7d,0,74.4,74.5,0.0999999999999943,74.45,65,9.12938017126717e-05,0.000912938017126769,0.981395727730986
7d,0,74.5,74.6,0.0999999999999943,74.55,62,8.70802416336253e-05,0.000870802416336303,0.981482807972619
7d,0,74.6,74.7,0.100000000000009,74.65,78,0.000109552562055206,0.00109552562055197,0.981592360534675
7d,0,74.7,74.8,0.0999999999999943,74.75,60,8.42712015809277e-05,0.000842712015809325,0.981676631736256
7d,0,74.8,74.9,0.100000000000009,74.85,77,0.000108148042028857,0.00108148042028848,0.981784779778284
7d,0,74.9,75,0.0999999999999943,74.95,61,8.56757216072765e-05,0.000856757216072814,0.981870455499892
7d,0,75,75.1,0.0999999999999943,75.05,64,8.98892816863229e-05,0.00089889281686328,0.981960344781578
7d,0,75.1,75.2,0.100000000000009,75.15,85,0.000119384202239648,0.00119384202239637,0.982079728983818
7d,0,75.2,75.3,0.0999999999999943,75.25,87,0.000122193242292345,0.00122193242292352,0.98220192222611
7d,0,75.3,75.4,0.100000000000009,75.35,77,0.000108148042028857,0.00108148042028848,0.982310070268139
7d,0,75.4,75.5,0.0999999999999943,75.45,74,0.000103934481949811,0.00103934481949817,0.982414004750089
7d,0,75.5,75.6,0.0999999999999943,75.55,77,0.000108148042028857,0.00108148042028863,0.982522152792117
7d,0,75.6,75.7,0.100000000000009,75.65,75,0.00010533900197616,0.00105339001976151,0.982627491794094
7d,0,75.7,75.8,0.0999999999999943,75.75,102,0.000143261042687577,0.00143261042687585,0.982770752836781
7d,0,75.8,75.9,0.100000000000009,75.85,116,0.00016292432305646,0.00162924323056446,0.982933677159838
7d,0,75.9,76,0.0999999999999943,75.95,88,0.000123597762318694,0.00123597762318701,0.983057274922156
7d,0,76,76.1,0.0999999999999943,76.05,69,9.69118818180669e-05,0.000969118818180724,0.983154186803974
7d,0,76.1,76.2,0.100000000000009,76.15,83,0.00011657516218695,0.0011657516218694,0.983270761966161
7d,0,76.2,76.3,0.0999999999999943,76.25,80,0.000112361602107904,0.0011236160210791,0.983383123568269
7d,0,76.3,76.4,0.100000000000009,76.35,77,0.000108148042028857,0.00108148042028848,0.983491271610298
7d,0,76.4,76.5,0.0999999999999943,76.45,77,0.000108148042028857,0.00108148042028863,0.983599419652327
7d,0,76.5,76.6,0.0999999999999943,76.55,65,9.12938017126717e-05,0.000912938017126769,0.98369071345404
7d,0,76.6,76.7,0.100000000000009,76.65,74,0.000103934481949811,0.00103934481949802,0.983794647935989
7d,0,76.7,76.8,0.0999999999999943,76.75,77,0.000108148042028857,0.00108148042028863,0.983902795978018
7d,0,76.8,76.9,0.100000000000009,76.85,61,8.56757216072765e-05,0.000856757216072692,0.983988471699626
7d,0,76.9,77,0.0999999999999943,76.95,82,0.000115170642160601,0.00115170642160608,0.984103642341786
7d,0,77,77.1,0.0999999999999943,77.05,106,0.000148879122792972,0.00148879122792981,0.984252521464579
7d,0,77.1,77.2,0.100000000000009,77.15,91,0.00012781132239774,0.0012781132239773,0.984380332786977
7d,0,77.2,77.3,0.0999999999999943,77.25,86,0.000120788722265996,0.00120788722266003,0.984501121509243
7d,0,77.3,77.4,0.100000000000009,77.35,90,0.000126406802371392,0.00126406802371381,0.984627528311614
7d,0,77.4,77.5,0.0999999999999943,77.45,99,0.000139047482608531,0.00139047482608539,0.984766575794223
7d,0,77.5,77.6,0.0999999999999943,77.55,97,0.000136238442555833,0.00136238442555841,0.984902814236779
7d,0,77.6,77.7,0.100000000000009,77.65,100,0.00014045200263488,0.00140452002634868,0.985043266239413
7d,0,77.7,77.8,0.0999999999999943,77.75,83,0.00011657516218695,0.00116575162186957,0.9851598414016
7d,0,77.8,77.9,0.100000000000009,77.85,71,9.97209218707645e-05,0.00099720921870756,0.985259562323471
7d,0,77.9,78,0.0999999999999943,77.95,69,9.69118818180669e-05,0.000969118818180724,0.985356474205289
7d,0,78,78.1,0.0999999999999943,78.05,73,0.000102529961923462,0.00102529961923468,0.985459004167213
7d,0,78.1,78.2,0.100000000000009,78.15,72,0.000101125441897113,0.00101125441897105,0.98556012960911
7d,0,78.2,78.3,0.0999999999999943,78.25,77,0.000108148042028857,0.00108148042028863,0.985668277651139
7d,0,78.3,78.4,0.100000000000009,78.35,63,8.84847616599741e-05,0.000884847616599666,0.985756762412799
7d,0,78.4,78.5,0.0999999999999943,78.45,82,0.000115170642160601,0.00115170642160608,0.985871933054959
7d,0,78.5,78.6,0.0999999999999943,78.55,99,0.000139047482608531,0.00139047482608539,0.986010980537568
7d,0,78.6,78.7,0.100000000000009,78.65,73,0.000102529961923462,0.00102529961923453,0.986113510499491
7d,0,78.7,78.8,0.0999999999999943,78.75,93,0.000130620362450438,0.00130620362450445,0.986244130861942
7d,0,78.8,78.9,0.100000000000009,78.85,79,0.000110957082081555,0.00110957082081545,0.986355087944023
7d,0,78.9,79,0.0999999999999943,78.95,91,0.00012781132239774,0.00127811322397748,0.986482899266421
7d,0,79,79.1,0.0999999999999943,79.05,81,0.000113766122134252,0.00113766122134259,0.986596665388555
7d,0,79.1,79.2,0.100000000000009,79.15,74,0.000103934481949811,0.00103934481949802,0.986700599870505
7d,0,79.2,79.3,0.0999999999999943,79.25,64,8.98892816863229e-05,0.00089889281686328,0.986790489152191
7d,0,79.3,79.4,0.100000000000009,79.35,64,8.98892816863229e-05,0.000898892816863153,0.986880378433878
7d,0,79.4,79.5,0.0999999999999943,79.45,89,0.000125002282345043,0.0012500228234505,0.987005380716223
7d,0,79.5,79.6,0.0999999999999943,79.55,76,0.000106743522002508,0.00106743522002515,0.987112124238225
7d,0,79.6,79.7,0.100000000000009,79.65,79,0.000110957082081555,0.00110957082081545,0.987223081320307
7d,0,79.7,79.8,0.0999999999999943,79.75,75,0.00010533900197616,0.00105339001976166,0.987328420322283
7d,0,79.8,79.9,0.100000000000009,79.85,84,0.000117979682213299,0.00117979682213289,0.987446400004496
7d,0,79.9,80,0.0999999999999943,79.95,93,0.000130620362450438,0.00130620362450445,0.987577020366947
7d,0,80,80.1,0.0999999999999943,80.05,113,0.000158710762977414,0.00158710762977423,0.987735731129924
7d,0,80.1,80.2,0.100000000000009,80.15,97,0.000136238442555833,0.00136238442555822,0.98787196957248
7d,0,80.2,80.3,0.0999999999999943,80.25,78,0.000109552562055206,0.00109552562055212,0.987981522134535
7d,0,80.3,80.4,0.100000000000009,80.35,58,8.14621615282301e-05,0.000814621615282232,0.988062984296063
7d,0,80.4,80.5,0.0999999999999943,80.45,75,0.00010533900197616,0.00105339001976166,0.988168323298039
7d,0,80.5,80.6,0.0999999999999943,80.55,66,9.26983217390205e-05,0.000926983217390258,0.988261021619778
7d,0,80.6,80.7,0.100000000000009,80.65,66,9.26983217390205e-05,0.000926983217390126,0.988353719941517
7d,0,80.7,80.8,0.0999999999999943,80.75,68,9.55073617917181e-05,0.000955073617917235,0.988449227303309
7d,0,80.8,80.9,0.100000000000009,80.85,81,0.000113766122134252,0.00113766122134243,0.988562993425443
7d,0,80.9,81,0.0999999999999943,80.95,50,7.02260013174398e-05,0.000702260013174438,0.988633219426761
7d,0,81,81.1,0.0999999999999943,81.05,58,8.14621615282301e-05,0.000814621615282348,0.988714681588289
7d,0,81.1,81.2,0.100000000000009,81.15,74,0.000103934481949811,0.00103934481949802,0.988818616070239
7d,0,81.2,81.3,0.0999999999999943,81.25,83,0.00011657516218695,0.00116575162186957,0.988935191232426
7d,0,81.3,81.4,0.100000000000009,81.35,91,0.00012781132239774,0.0012781132239773,0.989063002554824
7d,0,81.4,81.5,0.0999999999999943,81.45,91,0.00012781132239774,0.00127811322397748,0.989190813877221
7d,0,81.5,81.6,0.0999999999999943,81.55,79,0.000110957082081555,0.00110957082081561,0.989301770959303
7d,0,81.6,81.7,0.100000000000009,81.65,87,0.000122193242292345,0.00122193242292335,0.989423964201595
7d,0,81.7,81.8,0.0999999999999943,81.75,99,0.000139047482608531,0.00139047482608539,0.989563011684204
7d,0,81.8,81.9,0.100000000000009,81.85,78,0.000109552562055206,0.00109552562055197,0.989672564246259
7d,0,81.9,82,0.0999999999999943,81.95,81,0.000113766122134252,0.00113766122134259,0.989786330368393
7d,0,82,82.1,0.0999999999999943,82.05,64,8.98892816863229e-05,0.00089889281686328,0.989876219650079
7d,0,82.1,82.2,0.100000000000009,82.15,60,8.42712015809277e-05,0.000842712015809206,0.98996049085166
7d,0,82.2,82.3,0.0999999999999943,82.25,61,8.56757216072765e-05,0.000856757216072814,0.990046166573268
7d,0,82.3,82.4,0.100000000000009,82.35,74,0.000103934481949811,0.00103934481949802,0.990150101055217
7d,0,82.4,82.5,0.0999999999999943,82.45,113,0.000158710762977414,0.00158710762977423,0.990308811818195
7d,0,82.5,82.6,0.0999999999999943,82.55,103,0.000144665562713926,0.00144665562713934,0.990453477380909
7d,0,82.6,82.7,0.100000000000009,82.65,93,0.000130620362450438,0.00130620362450427,0.990584097743359
7d,0,82.7,82.8,0.0999999999999943,82.75,80,0.000112361602107904,0.0011236160210791,0.990696459345467
7d,0,82.8,82.9,0.100000000000009,82.85,78,0.000109552562055206,0.00109552562055197,0.990806011907522
7d,0,82.9,83,0.0999999999999943,82.95,56,7.86531214755326e-05,0.00078653121475537,0.990884665028998
7d,0,83,83.1,0.0999999999999943,83.05,60,8.42712015809277e-05,0.000842712015809325,0.990968936230579
7d,0,83.1,83.2,0.100000000000009,83.15,80,0.000112361602107904,0.00112361602107894,0.991081297832687
7d,0,83.2,83.3,0.0999999999999943,83.25,79,0.000110957082081555,0.00110957082081561,0.991192254914768
7d,0,83.3,83.4,0.100000000000009,83.35,75,0.00010533900197616,0.00105339001976151,0.991297593916745
7d,0,83.4,83.5,0.0999999999999943,83.45,76,0.000106743522002508,0.00106743522002515,0.991404337438747
7d,0,83.5,83.6,0.0999999999999943,83.55,95,0.000133429402503136,0.00133429402503143,0.99153776684125
7d,0,83.6,83.7,0.100000000000009,83.65,73,0.000102529961923462,0.00102529961923453,0.991640296803174
7d,0,83.7,83.8,0.0999999999999943,83.75,75,0.00010533900197616,0.00105339001976166,0.99174563580515
7d,0,83.8,83.9,0.100000000000009,83.85,91,0.00012781132239774,0.0012781132239773,0.991873447127548
7d,0,83.9,84,0.0999999999999943,83.95,92,0.000129215842424089,0.00129215842424097,0.992002662969972
7d,0,84,84.1,0.0999999999999943,84.05,75,0.00010533900197616,0.00105339001976166,0.992108001971948
7d,0,84.1,84.2,0.100000000000009,84.15,70,9.83164018444157e-05,0.000983164018444073,0.992206318373792
7d,0,84.2,84.3,0.0999999999999943,84.25,65,9.12938017126717e-05,0.000912938017126769,0.992297612175505
7d,0,84.3,84.4,0.100000000000009,84.35,58,8.14621615282301e-05,0.000814621615282232,0.992379074337033
7d,0,84.4,84.5,0.0999999999999943,84.45,79,0.000110957082081555,0.00110957082081561,0.992490031419115
7d,0,84.5,84.6,0.0999999999999943,84.55,90,0.000126406802371392,0.00126406802371399,0.992616438221486
7d,0,84.6,84.7,0.100000000000009,84.65,56,7.86531214755326e-05,0.000786531214755259,0.992695091342962
7d,0,84.7,84.8,0.0999999999999943,84.75,45,6.32034011856958e-05,0.000632034011856994,0.992758294744147
7d,0,84.8,84.9,0.100000000000009,84.85,51,7.16305213437886e-05,0.000716305213437825,0.992829925265491
7d,0,84.9,85,0.0999999999999943,84.95,60,8.42712015809277e-05,0.000842712015809325,0.992914196467072
7d,0,85,85.1,0.0999999999999943,85.05,62,8.70802416336253e-05,0.000870802416336303,0.993001276708706
7d,0,85.1,85.2,0.100000000000009,85.15,71,9.97209218707645e-05,0.00099720921870756,0.993100997630576
7d,0,85.2,85.3,0.0999999999999943,85.25,109,0.000153092682872019,0.00153092682872027,0.993254090313448
7d,0,85.3,85.4,0.100000000000009,85.35,82,0.000115170642160601,0.00115170642160591,0.993369260955609
7d,0,85.4,85.5,0.0999999999999943,85.45,70,9.83164018444157e-05,0.000983164018444213,0.993467577357453
7d,0,85.5,85.6,0.0999999999999943,85.55,72,0.000101125441897113,0.00101125441897119,0.993568702799351
7d,0,85.6,85.7,0.100000000000009,85.65,81,0.000113766122134252,0.00113766122134243,0.993682468921485
7d,0,85.7,85.8,0.0999999999999943,85.75,81,0.000113766122134252,0.00113766122134259,0.993796235043619
7d,0,85.8,85.9,0.100000000000009,85.85,67,9.41028417653693e-05,0.000941028417653613,0.993890337885384
7d,0,85.9,86,0.0999999999999943,85.95,82,0.000115170642160601,0.00115170642160608,0.994005508527545
7d,0,86,86.1,0.0999999999999943,86.05,82,0.000115170642160601,0.00115170642160608,0.994120679169705
7d,0,86.1,86.2,0.100000000000009,86.15,67,9.41028417653693e-05,0.000941028417653613,0.994214782011471
7d,0,86.2,86.3,0.0999999999999943,86.25,103,0.000144665562713926,0.00144665562713934,0.994359447574185
7d,0,86.3,86.4,0.100000000000009,86.35,90,0.000126406802371392,0.00126406802371381,0.994485854376556
7d,0,86.4,86.5,0.0999999999999943,86.45,73,0.000102529961923462,0.00102529961923468,0.99458838433848
7d,0,86.5,86.6,0.0999999999999943,86.55,79,0.000110957082081555,0.00110957082081561,0.994699341420561
7d,0,86.6,86.7,0.100000000000009,86.65,70,9.83164018444157e-05,0.000983164018444073,0.994797657822406
7d,0,86.7,86.8,0.0999999999999943,86.75,112,0.000157306242951065,0.00157306242951074,0.994954964065357
7d,0,86.8,86.9,0.100000000000009,86.85,124,0.000174160483267251,0.00174160483267236,0.995129124548624
7d,0,86.9,87,0.0999999999999943,86.95,83,0.00011657516218695,0.00116575162186957,0.995245699710811
7d,0,87,87.1,0.0999999999999943,87.05,68,9.55073617917181e-05,0.000955073617917235,0.995341207072603
7d,0,87.1,87.2,0.100000000000009,87.15,80,0.000112361602107904,0.00112361602107894,0.995453568674711
7d,0,87.2,87.3,0.0999999999999943,87.25,83,0.00011657516218695,0.00116575162186957,0.995570143836898
7d,0,87.3,87.4,0.100000000000009,87.35,59,8.28666815545789e-05,0.000828666815545719,0.995653010518452
7d,0,87.4,87.5,0.0999999999999943,87.45,83,0.00011657516218695,0.00116575162186957,0.995769585680639
7d,0,87.5,87.6,0.0999999999999943,87.55,60,8.42712015809277e-05,0.000842712015809325,0.99585385688222
7d,0,87.6,87.7,0.100000000000009,87.65,80,0.000112361602107904,0.00112361602107894,0.995966218484328
7d,0,87.7,87.8,0.0999999999999943,87.75,59,8.28666815545789e-05,0.000828666815545837,0.996049085165883
7d,0,87.8,87.9,0.100000000000009,87.85,77,0.000108148042028857,0.00108148042028848,0.996157233207911
7d,0,87.9,88,0.0999999999999943,87.95,68,9.55073617917181e-05,0.000955073617917235,0.996252740569703
7d,0,88,88.1,0.0999999999999943,88.05,71,9.97209218707645e-05,0.000997209218707702,0.996352461491574
7d,0,88.1,88.2,0.100000000000009,88.15,49,6.8821481291091e-05,0.000688214812910851,0.996421282972865
7d,0,88.2,88.3,0.0999999999999943,88.25,69,9.69118818180669e-05,0.000969118818180724,0.996518194854683
7d,0,88.3,88.4,0.100000000000009,88.35,80,0.000112361602107904,0.00112361602107894,0.996630556456791
7d,0,88.4,88.5,0.0999999999999943,88.45,67,9.41028417653693e-05,0.000941028417653747,0.996724659298556
7d,0,88.5,88.6,0.0999999999999943,88.55,82,0.000115170642160601,0.00115170642160608,0.996839829940717
7d,0,88.6,88.7,0.100000000000009,88.65,100,0.00014045200263488,0.00140452002634868,0.996980281943352
7d,0,88.7,88.8,0.0999999999999943,88.75,95,0.000133429402503136,0.00133429402503143,0.997113711345855
7d,0,88.8,88.9,0.100000000000009,88.85,85,0.000119384202239648,0.00119384202239637,0.997233095548095
7d,0,88.9,89,0.0999999999999943,88.95,86,0.000120788722265996,0.00120788722266003,0.997353884270361
7d,0,89,89.1,0.0999999999999943,89.05,94,0.000132024882476787,0.00132024882476794,0.997485909152837
7d,0,89.1,89.2,0.100000000000009,89.15,98,0.000137642962582182,0.0013764296258217,0.99762355211542
7d,0,89.2,89.3,0.0999999999999943,89.25,79,0.000110957082081555,0.00110957082081561,0.997734509197501
7d,0,89.3,89.4,0.100000000000009,89.35,87,0.000122193242292345,0.00122193242292335,0.997856702439794
7d,0,89.4,89.5,0.0999999999999943,89.45,91,0.00012781132239774,0.00127811322397748,0.997984513762191
7d,0,89.5,89.6,0.0999999999999943,89.55,80,0.000112361602107904,0.0011236160210791,0.998096875364299
7d,0,89.6,89.7,0.100000000000009,89.65,67,9.41028417653693e-05,0.000941028417653613,0.998190978206065
7d,0,89.7,89.8,0.0999999999999943,89.75,70,9.83164018444157e-05,0.000983164018444213,0.998289294607909
7d,0,89.8,89.9,0.100000000000009,89.85,84,0.000117979682213299,0.00117979682213289,0.998407274290122
