sample,cold_reduction_percent,bin_lower_deg,bin_upper_deg,bin_width_deg,bin_center_deg,pair_count,probability,probability_density_per_degree,cumulative_probability
7d,0,89.9,90,0.0999999999999943,89.95,90,0.000126406802371392,0.00126406802371399,0.998533681092494
7d,0,90,90.1,0.0999999999999943,90.05,90,0.000126406802371392,0.00126406802371399,0.998660087894865
7d,0,90.1,90.2,0.100000000000009,90.15,63,8.84847616599741e-05,0.000884847616599666,0.998748572656525
7d,0,90.2,90.3,0.0999999999999943,90.25,83,0.00011657516218695,0.00116575162186957,0.998865147818712
7d,0,90.3,90.4,0.100000000000009,90.35,65,9.12938017126717e-05,0.000912938017126639,0.998956441620425
7d,0,90.4,90.5,0.0999999999999943,90.45,51,7.16305213437886e-05,0.000716305213437926,0.999028072141768
7d,0,90.5,90.6,0.0999999999999943,90.55,60,8.42712015809277e-05,0.000842712015809325,0.999112343343349
7d,0,90.6,90.7,0.100000000000009,90.65,51,7.16305213437886e-05,0.000716305213437825,0.999183973864693
7d,0,90.7,90.8,0.0999999999999943,90.75,52,7.30350413701374e-05,0.000730350413701415,0.999257008906063
7d,0,90.8,90.9,0.100000000000009,90.85,52,7.30350413701374e-05,0.000730350413701311,0.999330043947433
7d,0,90.9,91,0.0999999999999943,90.95,41,5.75853210803006e-05,0.000575853210803039,0.999387629268514
7d,0,91,91.1,0.0999999999999943,91.05,31,4.35401208168127e-05,0.000435401208168151,0.999431169389331
7d,0,91.1,91.2,0.100000000000009,91.15,37,5.19672409749054e-05,0.00051967240974901,0.999483136630306
7d,0,91.2,91.3,0.0999999999999943,91.25,34,4.77536808958591e-05,0.000477536808958618,0.999530890311201
7d,0,91.3,91.4,0.100000000000009,91.35,46,6.46079212120446e-05,0.000646079212120391,0.999595498232413
7d,0,91.4,91.5,0.0999999999999943,91.45,39,5.4776281027603e-05,0.000547762810276061,0.999650274513441
7d,0,91.5,91.6,0.0999999999999943,91.55,25,3.51130006587199e-05,0.000351130006587219,0.9996853875141
7d,0,91.6,91.7,0.100000000000009,91.65,25,3.51130006587199e-05,0.000351130006587169,0.999720500514758
7d,0,91.7,91.8,0.0999999999999943,91.75,28,3.93265607377663e-05,0.000393265607377685,0.999759827075496
7d,0,91.8,91.9,0.100000000000009,91.85,27,3.79220407114175e-05,0.000379220407114143,0.999797749116208
7d,0,91.9,92,0.0999999999999943,91.95,21,2.94949205533247e-05,0.000294949205533264,0.999827244036761
7d,0,92,92.1,0.0999999999999943,92.05,30,4.21356007904639e-05,0.000421356007904663,0.999869379637551
7d,0,92.1,92.2,0.100000000000009,92.15,21,2.94949205533247e-05,0.000294949205533222,0.999898874558105
7d,0,92.2,92.3,0.0999999999999943,92.25,16,2.24723204215807e-05,0.00022472320421582,0.999921346878526
7d,0,92.3,92.4,0.100000000000009,92.35,8,1.12361602107904e-05,0.000112361602107894,0.999932583038737
7d,0,92.4,92.5,0.0999999999999943,92.45,6,8.42712015809277e-06,8.42712015809325e-05,0.999941010158895
7d,0,92.5,92.6,0.0999999999999943,92.55,10,1.4045200263488e-05,0.000140452002634888,0.999955055359159
7d,0,92.6,92.7,0.100000000000009,92.65,1,1.4045200263488e-06,1.40452002634868e-05,0.999956459879185
7d,0,92.7,92.8,0.0999999999999943,92.75,4,5.61808010539518e-06,5.6180801053955e-05,0.999962077959291
7d,0,92.8,92.9,0.100000000000009,92.85,2,2.80904005269759e-06,2.80904005269735e-05,0.999964886999343
7d,0,92.9,93,0.0999999999999943,92.95,2,2.80904005269759e-06,2.80904005269775e-05,0.999967696039396
7d,0,93,93.1,0.0999999999999943,93.05,5,7.02260013174398e-06,7.02260013174438e-05,0.999974718639528
7d,0,93.1,93.2,0.100000000000009,93.15,9,1.26406802371392e-05,0.000126406802371381,0.999987359319765
7d,0,93.2,93.3,0.0999999999999943,93.25,3,4.21356007904639e-06,4.21356007904663e-05,0.999991572879844
7d,0,93.3,93.4,0.100000000000009,93.35,1,1.4045200263488e-06,1.40452002634868e-05,0.99999297739987
7d,0,93.4,93.5,0.0999999999999943,93.45,1,1.4045200263488e-06,1.40452002634888e-05,0.999994381919897
7d,0,93.5,93.6,0.0999999999999943,93.55,2,2.80904005269759e-06,2.80904005269775e-05,0.999997190959949
7d,0,93.6,93.7,0.100000000000009,93.65,2,2.80904005269759e-06,2.80904005269735e-05,1
7d,0,93.7,93.8,0.0999999999999943,93.75,0,0,0,1
7d,0,93.8,93.9,0.100000000000009,93.85,0,0,0,1
7d,0,93.9,94,0.0999999999999943,93.95,0,0,0,1
6.48d,14.31,0,0.1,0.1,0.05,749,0.00109499882313211,0.0109499882313211,0.00109499882313211
6.48d,14.31,0.1,0.2,0.1,0.15,4887,0.00714453838270574,0.0714453838270574,0.00823953720583785
6.48d,14.31,0.2,0.3,0.1,0.25,11644,0.0170229189540057,0.170229189540057,0.0252624561598435
6.48d,14.31,0.3,0.4,0.1,0.35,19096,0.0279173531729382,0.279173531729382,0.0531798093327817
6.48d,14.31,0.4,0.5,0.1,0.45,25476,0.037244579463436,0.37244579463436,0.0904243887962177
6.48d,14.31,0.5,0.6,0.1,0.55,29970,0.0438145724022286,0.438145724022286,0.134238961198446
6.48d,14.31,0.6,0.7,0.1,0.65,33513,0.0489942530836132,0.489942530836132,0.183233214282059
6.48d,14.31,0.7,0.8,0.1,0.75,34779,0.0508450788647684,0.508450788647684,0.234078293146828
6.48d,14.31,0.8,0.9,0.1,0.85,35065,0.0512631959053769,0.512631959053769,0.285341489052205
6.48d,14.31,0.9,1,0.1,0.95,33858,0.0494986250381934,0.494986250381934,0.334840114090398
6.48d,14.31,1,1.1,0.1,1.05,32303,0.0472252963733464,0.472252963733463,0.382065410463744
6.48d,14.31,1.1,1.2,0.1,1.15,30564,0.0446829693327232,0.446829693327232,0.426748379796468
6.48d,14.31,1.2,1.3,0.0999999999999999,1.25,28206,0.0412356966692446,0.412356966692446,0.467984076465712
6.48d,14.31,1.3,1.4,0.1,1.35,25964,0.0379580099383204,0.379580099383204,0.505942086404033
6.48d,14.31,1.4,1.5,0.0999999999999999,1.45,23824,0.0348294418722287,0.348294418722287,0.540771528276261
6.48d,14.31,1.5,1.6,0.1,1.55,21688,0.0317067215969147,0.317067215969147,0.572478249873176
6.48d,14.31,1.6,1.7,0.1,1.65,19806,0.0289553360359873,0.289553360359873,0.601433585909163
6.48d,14.31,1.7,1.8,0.0999999999999999,1.75,17898,0.0261659398350046,0.261659398350046,0.627599525744168
6.48d,14.31,1.8,1.9,0.1,1.85,16143,0.0236002216312705,0.236002216312705,0.651199747375438
6.48d,14.31,1.9,2,0.0999999999999999,1.95,14770,0.0215929674468107,0.215929674468107,0.672792714822249
6.48d,14.31,2,2.1,0.1,2.05,13080,0.0191222758432149,0.191222758432149,0.691914990665464
6.48d,14.31,2.1,2.2,0.1,2.15,11842,0.0173123845975039,0.173123845975039,0.709227375262968
6.48d,14.31,2.2,2.3,0.1,2.25,10936,0.0159878599863454,0.159878599863454,0.725215235249313
6.48d,14.31,2.3,2.4,0.1,2.35,9726,0.0142189032760786,0.142189032760786,0.739434138525392
6.48d,14.31,2.4,2.5,0.0999999999999996,2.45,8884,0.012987943317364,0.12987943317364,0.752422081842756
6.48d,14.31,2.5,2.6,0.1,2.55,8212,0.0120055144667034,0.120055144667034,0.764427596309459
6.48d,14.31,2.6,2.7,0.1,2.65,7477,0.0109309829112934,0.109309829112934,0.775358579220753
6.48d,14.31,2.7,2.8,0.1,2.75,6767,0.00989300004824427,0.0989300004824426,0.785251579268997
6.48d,14.31,2.8,2.9,0.1,2.85,6172,0.00902314117005522,0.0902314117005521,0.794274720439052
6.48d,14.31,2.9,3,0.0999999999999996,2.95,5674,0.00829509121822639,0.0829509121822642,0.802569811657278
6.48d,14.31,3,3.1,0.1,3.05,5120,0.00748517219550919,0.0748517219550918,0.810054983852788
6.48d,14.31,3.1,3.2,0.1,3.15,4757,0.00695448518242914,0.0695448518242914,0.817009469035217
6.48d,14.31,3.2,3.3,0.1,3.25,4429,0.00647496633865434,0.0647496633865433,0.823484435373871
6.48d,14.31,3.3,3.4,0.1,3.35,4064,0.00594135543018542,0.0594135543018541,0.829425790804056
6.48d,14.31,3.4,3.5,0.0999999999999996,3.45,3616,0.00528640286307836,0.0528640286307838,0.834712193667135
6.48d,14.31,3.5,3.6,0.1,3.55,3368,0.00492383983485839,0.0492383983485838,0.839636033501993
6.48d,14.31,3.6,3.7,0.1,3.65,3216,0.00470162378530421,0.047016237853042,0.844337657287297
6.48d,14.31,3.7,3.8,0.1,3.75,2902,0.0042425722092515,0.0424257220925149,0.848580229496549
6.48d,14.31,3.8,3.9,0.1,3.85,2564,0.00374843388853234,0.0374843388853233,0.852328663385081
6.48d,14.31,3.9,4,0.0999999999999996,3.95,2434,0.00355838068825574,0.0355838068825575,0.855887044073337
6.48d,14.31,4,4.1,0.100000000000001,4.05,2273,0.00332300710945164,0.0332300710945162,0.859210051182788
6.48d,14.31,4.1,4.2,0.0999999999999996,4.15,2165,0.00316511675845262,0.0316511675845263,0.862375167941241
6.48d,14.31,4.2,4.3,0.0999999999999996,4.25,1991,0.00291073785962086,0.0291073785962087,0.865285905800862
6.48d,14.31,4.3,4.4,0.100000000000001,4.35,1791,0.00261834832073378,0.0261834832073377,0.867904254121596
6.48d,14.31,4.4,4.5,0.0999999999999996,4.45,1704,0.0024911588713179,0.0249115887131791,0.870395412992914
6.48d,14.31,4.5,4.6,0.100000000000001,4.55,1562,0.00228356229870808,0.0228356229870806,0.872678975291622
6.48d,14.31,4.6,4.7,0.0999999999999996,4.65,1489,0.00217684011701429,0.021768401170143,0.874855815408636
6.48d,14.31,4.7,4.8,0.100000000000001,4.75,1407,0.00205696040607059,0.0205696040607058,0.876912775814707
6.48d,14.31,4.8,4.9,0.0999999999999996,4.85,1248,0.00182451072265536,0.0182451072265537,0.878737286537362
6.48d,14.31,4.9,5,0.0999999999999996,4.95,1165,0.00170316906401723,0.0170316906401723,0.880440455601379
6.48d,14.31,5,5.1,0.100000000000001,5.05,1173,0.00171486464557271,0.017148646455727,0.882155320246952
6.48d,14.31,5.1,5.2,0.0999999999999996,5.15,1076,0.00157305571921248,0.0157305571921248,0.883728375966164
6.48d,14.31,5.2,5.3,0.100000000000001,5.25,989,0.0014458662697966,0.0144586626979659,0.885174242235961
6.48d,14.31,5.3,5.4,0.0999999999999996,5.35,978,0.00142978484515781,0.0142978484515782,0.886604027081119
6.48d,14.31,5.4,5.5,0.0999999999999996,5.45,881,0.00128797591879758,0.0128797591879758,0.887892002999916
6.48d,14.31,5.5,5.6,0.100000000000001,5.55,818,0.00119587321404815,0.0119587321404814,0.889087876213964
6.48d,14.31,5.6,5.7,0.0999999999999996,5.65,771,0.00112716167240968,0.0112716167240969,0.890215037886374
6.48d,14.31,5.7,5.8,0.100000000000001,5.75,710,0.00103798286304913,0.0103798286304912,0.891253020749423
6.48d,14.31,5.8,5.9,0.0999999999999996,5.85,643,0.000940032367521955,0.00940032367521958,0.892193053116945
6.48d,14.31,5.9,6,0.0999999999999996,5.95,672,0.000982428850660581,0.00982428850660585,0.893175481967606
6.48d,14.31,6,6.1,0.100000000000001,6.05,572,0.000836234081217042,0.00836234081217038,0.894011716048823
6.48d,14.31,6.1,6.2,0.0999999999999996,6.15,590,0.000862549139716879,0.00862549139716882,0.89487426518854
6.48d,14.31,6.2,6.3,0.100000000000001,6.25,545,0.000796761493467287,0.00796761493467282,0.895671026682007
6.48d,14.31,6.3,6.4,0.0999999999999996,6.35,536,0.000783603964217368,0.00783603964217371,0.896454630646224
6.48d,14.31,6.4,6.5,0.0999999999999996,6.45,481,0.000703196841023422,0.00703196841023424,0.897157827487248
6.48d,14.31,6.5,6.6,0.100000000000001,6.55,444,0.000649104776329313,0.00649104776329309,0.897806932263577
6.48d,14.31,6.6,6.7,0.0999999999999996,6.65,423,0.000618403874746169,0.00618403874746172,0.898425336138323
6.48d,14.31,6.7,6.8,0.100000000000001,6.75,401,0.000586241025468591,0.00586241025468588,0.899011577163792
6.48d,14.31,6.8,6.9,0.0999999999999996,6.85,369,0.000539458699246658,0.0053945869924666,0.899551035863038
6.48d,14.31,6.9,7,0.0999999999999996,6.95,363,0.000530687013080046,0.00530687013080048,0.900081722876118
6.48d,14.31,7,7.1,0.100000000000001,7.05,315,0.000460513523747147,0.00460513523747145,0.900542236399866
6.48d,14.31,7.1,7.2,0.0999999999999996,7.15,343,0.000501448059191338,0.0050144805919134,0.901043684459057
6.48d,14.31,7.2,7.3,0.100000000000001,7.25,308,0.0004502798898861,0.00450279889886097,0.901493964348943
6.48d,14.31,7.3,7.4,0.0999999999999996,7.35,339,0.000495600268413597,0.00495600268413598,0.901989564617357
6.48d,14.31,7.4,7.5,0.0999999999999996,7.45,315,0.000460513523747147,0.00460513523747149,0.902450078141104
6.48d,14.31,7.5,7.6,0.100000000000001,7.55,270,0.000394725877497555,0.00394725877497553,0.902844804018601
6.48d,14.31,7.6,7.7,0.0999999999999996,7.65,286,0.000418117040608521,0.00418117040608523,0.90326292105921
6.48d,14.31,7.7,7.8,0.100000000000001,7.75,216,0.000315780701998044,0.00315780701998042,0.903578701761208
6.48d,14.31,7.8,7.9,0.0999999999999996,7.85,217,0.000317242649692479,0.0031724264969248,0.9038959444109
6.48d,14.31,7.9,8,0.0999999999999996,7.95,230,0.000336247969720139,0.00336247969720141,0.90423219238062
6.48d,14.31,8,8.1,0.0999999999999996,8.05,204,0.000298237329664819,0.0029823732966482,0.904530429710285
6.48d,14.31,8.1,8.2,0.100000000000001,8.15,199,0.000290927591192642,0.00290927591192638,0.904821357301478
6.48d,14.31,8.2,8.3,0.0999999999999996,8.25,193,0.00028215590502603,0.00282155905026031,0.905103513206504
6.48d,14.31,8.3,8.4,0.0999999999999996,8.35,200,0.000292389538887078,0.00292389538887079,0.905395902745391
6.48d,14.31,8.4,8.5,0.0999999999999996,8.45,187,0.000273384218859418,0.00273384218859419,0.90566928696425
6.48d,14.31,8.5,8.6,0.0999999999999996,8.55,193,0.00028215590502603,0.00282155905026031,0.905951442869276
6.48d,14.31,8.6,8.7,0.100000000000001,8.65,168,0.000245607212665145,0.00245607212665142,0.906197050081942
6.48d,14.31,8.7,8.8,0.0999999999999996,8.75,191,0.000279232009637159,0.0027923200963716,0.906476282091579
6.48d,14.31,8.8,8.9,0.0999999999999996,8.85,152,0.000222216049554179,0.0022221604955418,0.906698498141133
6.48d,14.31,8.9,9,0.0999999999999996,8.95,159,0.000232449683415227,0.00232449683415228,0.906930947824548
6.48d,14.31,9,9.1,0.0999999999999996,9.05,173,0.000252916951137322,0.00252916951137323,0.907183864775685
6.48d,14.31,9.1,9.2,0.100000000000001,9.15,135,0.000197362938748777,0.00197362938748775,0.907381227714434
6.48d,14.31,9.2,9.3,0.0999999999999996,9.25,144,0.000210520467998696,0.00210520467998697,0.907591748182433
6.48d,14.31,9.3,9.4,0.0999999999999996,9.35,127,0.000185667357193294,0.00185667357193295,0.907777415539626
6.48d,14.31,9.4,9.5,0.0999999999999996,9.45,120,0.000175433723332247,0.00175433723332247,0.907952849262958
6.48d,14.31,9.5,9.6,0.100000000000001,9.55,128,0.00018712930488773,0.00187129304887727,0.908139978567846
6.48d,14.31,9.6,9.7,0.0999999999999996,9.65,114,0.000166662037165634,0.00166662037165635,0.908306640605012
6.48d,14.31,9.7,9.8,0.0999999999999996,9.75,106,0.000154966455610151,0.00154966455610152,0.908461607060622
6.48d,14.31,9.8,9.9,0.0999999999999996,9.85,104,0.00015204256022128,0.00152042560221281,0.908613649620843
6.48d,14.31,9.9,10,0.0999999999999996,9.95,113,0.000165200089471199,0.00165200089471199,0.908778849710314
6.48d,14.31,10,10.1,0.100000000000001,10.05,128,0.00018712930488773,0.00187129304887727,0.908965979015202
6.48d,14.31,10.1,10.2,0.0999999999999996,10.15,97,0.000141808926360233,0.00141808926360233,0.909107787941562
6.48d,14.31,10.2,10.3,0.0999999999999996,10.25,95,0.000138885030971362,0.00138885030971362,0.909246672972534
6.48d,14.31,10.3,10.4,0.0999999999999996,10.35,105,0.000153504507915716,0.00153504507915716,0.90940017748045
6.48d,14.31,10.4,10.5,0.0999999999999996,10.45,104,0.00015204256022128,0.00152042560221281,0.909552220040671
6.48d,14.31,10.5,10.6,0.100000000000001,10.55,120,0.000175433723332247,0.00175433723332244,0.909727653764003
6.48d,14.31,10.6,10.7,0.0999999999999996,10.65,91,0.00013303724019362,0.00133037240193621,0.909860691004197
6.48d,14.31,10.7,10.8,0.0999999999999996,10.75,94,0.000137423083276927,0.00137423083276927,0.909998114087474
6.48d,14.31,10.8,10.9,0.0999999999999996,10.85,101,0.000147656717137974,0.00147656717137975,0.910145770804612
6.48d,14.31,10.9,11,0.0999999999999996,10.95,100,0.000146194769443539,0.00146194769443539,0.910291965574055
6.48d,14.31,11,11.1,0.100000000000001,11.05,88,0.000128651397110314,0.00128651397110312,0.910420616971165
6.48d,14.31,11.1,11.2,0.0999999999999996,11.15,90,0.000131575292499185,0.00131575292499185,0.910552192263665
6.48d,14.31,11.2,11.3,0.0999999999999996,11.25,86,0.000125727501721443,0.00125727501721444,0.910677919765386
6.48d,14.31,11.3,11.4,0.0999999999999996,11.35,75,0.000109646077082654,0.00109646077082655,0.910787565842469
6.48d,14.31,11.4,11.5,0.0999999999999996,11.45,84,0.000122803606332573,0.00122803606332573,0.910910369448801
6.48d,14.31,11.5,11.6,0.100000000000001,11.55,76,0.00011110802477709,0.00111108024777088,0.911021477473578
6.48d,14.31,11.6,11.7,0.0999999999999996,11.65,68,9.94124432216064e-05,0.000994124432216068,0.9111208899168
6.48d,14.31,11.7,11.8,0.0999999999999996,11.75,79,0.000115493867860396,0.00115493867860396,0.91123638378466
6.48d,14.31,11.8,11.9,0.0999999999999996,11.85,59,8.62549139716879e-05,0.000862549139716882,0.911322638698632
6.48d,14.31,11.9,12,0.0999999999999996,11.95,75,0.000109646077082654,0.00109646077082655,0.911432284775715
6.48d,14.31,12,12.1,0.100000000000001,12.05,81,0.000118417763249266,0.00118417763249265,0.911550702538964
6.48d,14.31,12.1,12.2,0.0999999999999996,12.15,84,0.000122803606332573,0.00122803606332573,0.911673506145297
6.48d,14.31,12.2,12.3,0.0999999999999996,12.25,75,0.000109646077082654,0.00109646077082655,0.911783152222379
6.48d,14.31,12.3,12.4,0.0999999999999996,12.35,80,0.000116955815554831,0.00116955815554831,0.911900108037934
6.48d,14.31,12.4,12.5,0.0999999999999996,12.45,62,9.06407570549941e-05,0.000906407570549944,0.911990748794989
6.48d,14.31,12.5,12.6,0.100000000000001,12.55,59,8.62549139716879e-05,0.000862549139716867,0.912077003708961
6.48d,14.31,12.6,12.7,0.0999999999999996,12.65,59,8.62549139716879e-05,0.000862549139716882,0.912163258622933
6.48d,14.31,12.7,12.8,0.0999999999999996,12.75,71,0.000103798286304913,0.00103798286304913,0.912267056909237
6.48d,14.31,12.8,12.9,0.0999999999999996,12.85,70,0.000102336338610477,0.00102336338610478,0.912369393247848
6.48d,14.31,12.9,13,0.0999999999999996,12.95,69,0.000100874390916042,0.00100874390916042,0.912470267638764
6.48d,14.31,13,13.1,0.100000000000001,13.05,60,8.77168616661233e-05,0.000877168616661221,0.91255798450043
6.48d,14.31,13.1,13.2,0.0999999999999996,13.15,67,9.7950495527171e-05,0.000979504955271714,0.912655934995957
6.48d,14.31,13.2,13.3,0.0999999999999996,13.25,79,0.000115493867860396,0.00115493867860396,0.912771428863818
6.48d,14.31,13.3,13.4,0.0999999999999996,13.35,64,9.35646524438649e-05,0.000935646524438652,0.912864993516261
6.48d,14.31,13.4,13.5,0.0999999999999996,13.45,66,9.64885478327356e-05,0.00096488547832736,0.912961482064094
6.48d,14.31,13.5,13.6,0.100000000000001,13.55,55,8.04071231939464e-05,0.000804071231939452,0.913041889187288
6.48d,14.31,13.6,13.7,0.0999999999999996,13.65,58,8.47929662772525e-05,0.000847929662772528,0.913126682153565
6.48d,14.31,13.7,13.8,0.0999999999999996,13.75,61,8.91788093605587e-05,0.00089178809360559,0.913215860962926
6.48d,14.31,13.8,13.9,0.0999999999999996,13.85,62,9.06407570549941e-05,0.000906407570549944,0.913306501719981
6.48d,14.31,13.9,14,0.0999999999999996,13.95,61,8.91788093605587e-05,0.00089178809360559,0.913395680529341
6.48d,14.31,14,14.1,0.100000000000001,14.05,59,8.62549139716879e-05,0.000862549139716867,0.913481935443313
6.48d,14.31,14.1,14.2,0.0999999999999996,14.15,65,9.50266001383003e-05,0.000950266001383006,0.913576962043451
6.48d,14.31,14.2,14.3,0.0999999999999996,14.25,50,7.30973847217694e-05,0.000730973847217697,0.913650059428173
6.48d,14.31,14.3,14.4,0.0999999999999996,14.35,55,8.04071231939464e-05,0.000804071231939467,0.913730466551367
